POLY_ID,OPERACION,TIPO,LATITUD,LONGITUD,M2TOTAL,PRECIOUSD,BARRIO,COMUNA,buffer.3a_OPERACION,buffer.3a_TIPO,buffer.3a_LATITUD,buffer.3a_LONGITUD,buffer.3a_M2TOTAL,buffer.3a_PRECIOUSD,buffer.3a_BARRIO,buffer.3a_COMUNA,Matrix_distancia_f_TargetID,Matrix_distancia_f_Distance,Matrix_distancia_f_buffer.3a_OPERACION,Matrix_distancia_f_buffer.3a_TIPO,Matrix_distancia_f_buffer.3a_LATITUD,Matrix_distancia_f_buffer.3a_LONGITUD,Matrix_distancia_f_buffer.3a_M2TOTAL,Matrix_distancia_f_buffer.3a_PRECIOUSD,Matrix_distancia_f_buffer.3a_BARRIO,Matrix_distancia_f_buffer.3a_COMUNA,Matrix_.distancia_S_TargetID,Matrix_.distancia_S_Distance,count_NUMPOINTS,Matriz_distancia_O_TargetID,Matriz_distancia_O_Distance,residuos_reg_base,ln_preciousd,ln_m2total
2011,VTA,TERRENO,-34.6250243,-58.4068572,379,650000,SAN CRISTOBAL,3,VTA,TERRENO,-34.6250243,-58.4068572,379,650000,SAN CRISTOBAL,3,-58.4088675,1825.8362771026,VTA,TERRENO,-34.6250243,-58.4068572,379,650000,SAN CRISTOBAL,3,-58.4093907834436,235.944522406168,751,Obelisco,3309.64631919749,0.12416351937519989,13.38472764187182,5.937536205082426
2012,VTA,TERRENO,-34.6166812,-58.4068011,248,340000,BALVANERA,3,VTA,TERRENO,-34.6166812,-58.4068011,248,340000,BALVANERA,3,-58.4088675,910.907493071889,VTA,TERRENO,-34.6166812,-58.4068011,248,340000,BALVANERA,3,-58.40473171649,248.000435410408,829,Obelisco,2722.63977779941,-0.6390661301528258,12.736700896592344,5.5134287461649825
2013,VTA,TERRENO,-34.6166421,-58.4067744,248,350000,BALVANERA,3,VTA,TERRENO,-34.6166421,-58.4067744,248,350000,BALVANERA,3,-58.4088675,907.180414180441,VTA,TERRENO,-34.6166421,-58.4067744,248,350000,BALVANERA,3,-58.40473171649,243.340698180434,842,Obelisco,2718.27131962472,-0.6100785932795734,12.765688433465597,5.5134287461649825
2014,VTA,TERRENO,-34.6140005,-58.4066836,266,570000,BALVANERA,3,VTA,TERRENO,-34.6140005,-58.4066836,266,570000,BALVANERA,3,-58.4088675,626.478052191418,VTA,TERRENO,-34.6140005,-58.4066836,266,570000,BALVANERA,3,-58.40473171649,225.873859307879,1296,Obelisco,2568.38887835133,-0.16351268294261068,13.253391639810733,5.583496308781699
2015,VTA,TERRENO,-34.6348669,-58.4066771,225,275000,PARQUE PATRICIOS,4,VTA,TERRENO,-34.6348669,-58.4066771,225,275000,PARQUE PATRICIOS,4,-58.4199555,1908.43757033443,VTA,TERRENO,-34.6348669,-58.4066771,225,275000,PARQUE PATRICIOS,4,-58.4057948259686,400.852548962089,516,Obelisco,4150.85151816803,-0.5064029958483707,12.524526376648708,5.41610040220442
2016,VTA,TERRENO,-34.616206,-58.406643,111,300000,BALVANERA,3,VTA,TERRENO,-34.616206,-58.406643,111,300000,BALVANERA,3,-58.4088675,862.729228568288,VTA,TERRENO,-34.616206,-58.406643,111,300000,BALVANERA,3,-58.40473171649,205.326288691257,864,Obelisco,2682.75265111,-0.2922532093604155,12.611537753638338,4.709530201312334
2017,VTA,TERRENO,-34.6122052,-58.4065204,765,1400000,BALVANERA,3,VTA,TERRENO,-34.6122052,-58.4065204,765,1400000,BALVANERA,3,-58.4088675,449.35666976288,VTA,TERRENO,-34.6122052,-58.4065204,765,1400000,BALVANERA,3,-58.4067071165088,265.457019804212,1582,Obelisco,2472.5594091009,0.11486855449193972,14.151982794585487,6.639875833826536
2018,VTA,TERRENO,-34.6178129,-58.4064993,125,350000,BALVANERA,3,VTA,TERRENO,-34.6178129,-58.4064993,125,350000,BALVANERA,3,-58.4088675,1039.46285885734,VTA,TERRENO,-34.6178129,-58.4064993,125,350000,BALVANERA,3,-58.40473171649,328.036731550244,811,Obelisco,2768.06512468815,-0.20784141152690583,12.765688433465597,4.8283137373023015
2019,VTA,TERRENO,-34.6137041,-58.4064516,272,570000,BALVANERA,3,VTA,TERRENO,-34.6137041,-58.4064516,272,570000,BALVANERA,3,-58.4088675,602.907580610815,VTA,TERRENO,-34.6137041,-58.4064516,272,570000,BALVANERA,3,-58.40473171649,232.363819918157,1326,Obelisco,2534.80702304951,-0.17660859373619275,13.253391639810733,5.605802066295998
2020,VTA,TERRENO,-34.6056326,-58.4064372,1910,7000000,BALVANERA,3,VTA,TERRENO,-34.6056326,-58.4064372,1910,7000000,BALVANERA,3,-58.4088675,402.125416429173,VTA,TERRENO,-34.6056326,-58.4064372,1910,7000000,BALVANERA,3,-58.4053994398434,150.560011298316,2246,Obelisco,2288.76158326802,1.1871119044124243,15.761420707019587,7.554858521040676
2021,VTA,TERRENO,-34.6311141,-58.406408,254,250000,PARQUE PATRICIOS,4,VTA,TERRENO,-34.6311141,-58.406408,254,250000,PARQUE PATRICIOS,4,-58.4199555,2258.2979252228,VTA,TERRENO,-34.6311141,-58.406408,254,250000,PARQUE PATRICIOS,4,-58.4009695560165,534.67947102353,462,Obelisco,3796.50419398302,-0.6728906677306559,12.429216196844383,5.537334267018537
2022,VTA,TERRENO,-34.6205772,-58.4062012,306,450000,SAN CRISTOBAL,3,VTA,TERRENO,-34.6205772,-58.4062012,306,450000,SAN CRISTOBAL,3,-58.4088675,1345.5777203043,VTA,TERRENO,-34.6205772,-58.4062012,306,450000,SAN CRISTOBAL,3,-58.402322730424,452.056832547273,802,Obelisco,2930.96796014208,-0.11794864441178012,13.017002861746503,5.723585101952381
2023,VTA,TERRENO,-34.622125,-58.406196,306,499000,SAN CRISTOBAL,3,VTA,TERRENO,-34.622125,-58.406196,306,499000,SAN CRISTOBAL,3,-58.4088675,1514.81972121803,VTA,TERRENO,-34.622125,-58.406196,306,499000,SAN CRISTOBAL,3,-58.4029365802561,355.855317199805,787,Obelisco,3043.01017889209,-0.01459013142462668,13.120361374733656,5.723585101952381
2024,VTA,TERRENO,-34.6257425,-58.4061705,1044,1700000,SAN CRISTOBAL,3,VTA,TERRENO,-34.6257425,-58.4061705,1044,1700000,SAN CRISTOBAL,3,-58.4088675,1912.24087739703,VTA,TERRENO,-34.6257425,-58.4061705,1044,1700000,SAN CRISTOBAL,3,-58.4093907834436,319.050745799847,732,Obelisco,3323.96009588081,0.4906697313267874,14.346138809026444,6.950814768442584
2025,VTA,TERRENO,-34.6217855,-58.4061647,389,600000,SAN CRISTOBAL,3,VTA,TERRENO,-34.6217855,-58.4061647,389,600000,SAN CRISTOBAL,3,-58.4088675,1478.14497273673,VTA,TERRENO,-34.6217855,-58.4061647,389,600000,SAN CRISTOBAL,3,-58.4029365802561,375.352395456854,798,Obelisco,3015.73005664972,0.02883065090645254,13.304684934198283,5.963579343618446
2026,VTA,TERRENO,-34.6146295,-58.4061484,266,570000,BALVANERA,3,VTA,TERRENO,-34.6146295,-58.4061484,266,570000,BALVANERA,3,-58.4088675,708.700175809725,VTA,TERRENO,-34.6146295,-58.4061484,266,570000,BALVANERA,3,-58.40473171649,146.631170126247,900,Obelisco,2556.76332241434,-0.16351268294261068,13.253391639810733,5.583496308781699
2027,VTA,TERRENO,-34.646707,-58.40608,314,180000,PARQUE PATRICIOS,4,VTA,TERRENO,-34.646707,-58.40608,314,180000,PARQUE PATRICIOS,4,-58.4199555,1281.63591770089,VTA,TERRENO,-34.646707,-58.40608,314,180000,PARQUE PATRICIOS,4,-58.4123851512005,835.518757173492,496,Obelisco,5270.7893959,-1.1258963152386052,12.100712129872347,5.749392985908253
2028,VTA,TERRENO,-34.6229989,-58.4059886,180,300000,SAN CRISTOBAL,3,VTA,TERRENO,-34.6229989,-58.4059886,180,300000,SAN CRISTOBAL,3,-58.4088675,1613.56747893625,VTA,TERRENO,-34.6229989,-58.4059886,180,300000,SAN CRISTOBAL,3,-58.4029365802561,295.941441152265,793,Obelisco,3095.09253107642,-0.21187713530306287,12.611537753638338,5.19295685089021
2029,VTA,TERRENO,-34.6337603,-58.4059822,143,290000,PARQUE PATRICIOS,4,VTA,TERRENO,-34.6337603,-58.4059822,143,290000,PARQUE PATRICIOS,4,-58.4199555,2043.83254916572,VTA,TERRENO,-34.6337603,-58.4059822,143,290000,PARQUE PATRICIOS,4,-58.4057948259686,515.650706932988,499,Obelisco,4013.38704051649,-0.18718263148384345,12.577636201962656,4.962844630259907
2030,VTA,TERRENO,-34.610122,-58.405941,148,299000,BALVANERA,3,VTA,TERRENO,-34.610122,-58.405941,148,299000,BALVANERA,3,-58.4088675,314.209697281247,VTA,TERRENO,-34.610122,-58.405941,148,299000,BALVANERA,3,-58.4067071165088,77.9774291561123,1728,Obelisco,2343.48604525425,-0.4644928419876104,12.608198852372823,4.997212273764115
2031,VTA,TERRENO,-34.6101223,-58.4059406,782,1400000,BALVANERA,3,VTA,TERRENO,-34.6101223,-58.4059406,782,1400000,BALVANERA,3,-58.4088675,314.258338462567,VTA,TERRENO,-34.6101223,-58.4059406,782,1400000,BALVANERA,3,-58.4067071165088,78.0249192954613,1728,Obelisco,2343.4611594071,0.10196454073921082,14.151982794585487,6.661854740545311
2032,VTA,TERRENO,-34.63216,-58.405916,305,285000,PARQUE PATRICIOS,4,VTA,TERRENO,-34.63216,-58.405916,305,285000,PARQUE PATRICIOS,4,-58.4199555,2188.56072821661,VTA,TERRENO,-34.63216,-58.405916,305,285000,PARQUE PATRICIOS,4,-58.4009695560165,548.754879418379,467,Obelisco,3863.75847111407,-0.6492901464028328,12.560244459250788,5.720311776607412
2033,VTA,TERRENO,-34.6361158,-58.4058852,650,1050000,PARQUE PATRICIOS,4,VTA,TERRENO,-34.6361158,-58.4058852,650,1050000,PARQUE PATRICIOS,4,-58.4199555,1853.67678897189,VTA,TERRENO,-34.6361158,-58.4058852,650,1050000,PARQUE PATRICIOS,4,-58.4057948259686,254.194712569473,524,Obelisco,4228.13995041526,0.21052388293925703,13.864300722133706,6.476972362889683
2034,VTA,TERRENO,-34.622508,-58.405865,254,565000,SAN CRISTOBAL,3,VTA,TERRENO,-34.622508,-58.405865,254,565000,SAN CRISTOBAL,3,-58.4088675,1561.82844166786,VTA,TERRENO,-34.622508,-58.405865,254,565000,SAN CRISTOBAL,3,-58.4029365802561,307.902822624631,789,Obelisco,3049.43965568255,0.21897904379023775,13.244581010128577,5.537334267018537
2035,VTA,TERRENO,-34.6240643,-58.4058399,306,490000,SAN CRISTOBAL,3,VTA,TERRENO,-34.6240643,-58.4058399,306,490000,SAN CRISTOBAL,3,-58.4088675,1732.40449558466,VTA,TERRENO,-34.6240643,-58.4058399,306,490000,SAN CRISTOBAL,3,-58.4029365802561,267.15537933641,760,Obelisco,3168.3023704687,-0.03279083607147454,13.102160670086809,5.723585101952381
2036,VTA,TERRENO,-34.6125721,-58.4058214,261,700000,BALVANERA,3,VTA,TERRENO,-34.6125721,-58.4058214,261,700000,BALVANERA,3,-58.4088675,517.106408383025,VTA,TERRENO,-34.6125721,-58.4058214,261,700000,BALVANERA,3,-58.40473171649,312.604333629715,1582,Obelisco,2429.55046530804,0.05307221363610552,13.458835614025542,5.564520407322694
2037,VTA,TERRENO,-34.6122881,-58.405579,234,700000,BALVANERA,3,VTA,TERRENO,-34.6122881,-58.405579,234,700000,BALVANERA,3,-58.4088675,503.875971347936,VTA,TERRENO,-34.6122881,-58.405579,234,700000,BALVANERA,3,-58.4067071165088,292.979182667333,1589,Obelisco,2396.56778964536,0.11718409978833094,13.458835614025542,5.455321115357702
2038,VTA,TERRENO,-34.6133295,-58.4052531,158,760000,BALVANERA,3,VTA,TERRENO,-34.6133295,-58.4052531,158,760000,BALVANERA,3,-58.4088675,615.971320949774,VTA,TERRENO,-34.6133295,-58.4052531,158,760000,BALVANERA,3,-58.40473171649,217.498939698274,1358,Obelisco,2417.7980661268102,0.4299952120652614,13.541073712262515,5.062595033026967
2039,VTA,TERRENO,-34.6131326,-58.4052448,235,690000,BALVANERA,3,VTA,TERRENO,-34.6131326,-58.4052448,235,690000,BALVANERA,3,-58.4088675,598.100013273206,VTA,TERRENO,-34.6131326,-58.4052448,235,690000,BALVANERA,3,-58.40473171649,238.704365054302,1567,Obelisco,2407.56561276778,0.10029169546637004,13.444446876573442,5.459585514144159
2040,VTA,TERRENO,-34.6109993,-58.4051266,343,1164000,BALVANERA,3,VTA,TERRENO,-34.6109993,-58.4051266,343,1164000,BALVANERA,3,-58.4088675,430.894796879215,VTA,TERRENO,-34.6109993,-58.4051266,343,1164000,BALVANERA,3,-58.4067071165088,195.471667854742,1703,Obelisco,2304.66126360994,0.4012054359887279,13.96737290727352,5.8377304471659395
2041,VTA,TERRENO,-34.6377736,-58.4050572,381,1600000,PARQUE PATRICIOS,4,VTA,TERRENO,-34.6377736,-58.4050572,381,1600000,PARQUE PATRICIOS,4,-58.4199555,1783.79142655999,VTA,TERRENO,-34.6377736,-58.4050572,381,1600000,PARQUE PATRICIOS,4,-58.4057948259686,97.4450156884284,521,Obelisco,4347.42145117005,0.9453551120211507,14.28551418721001,5.942799375126701
2042,VTA,TERRENO,-34.5885497,-58.4049901,320,2000000,RECOLETA,2,VTA,TERRENO,-34.5885497,-58.4049901,320,2000000,RECOLETA,2,-58.4088675,2257.93718749337,VTA,TERRENO,-34.5885497,-58.4049901,320,2000000,RECOLETA,2,-58.4071613201899,395.318932537882,880,Obelisco,2727.62641493974,0.3794571570141143,14.508657738524219,5.768320995793772
2043,VTA,TERRENO,-34.6397354,-58.4049331,363,990000,PARQUE PATRICIOS,4,VTA,TERRENO,-34.6397354,-58.4049331,363,990000,PARQUE PATRICIOS,4,-58.4199555,1661.65305238419,VTA,TERRENO,-34.6397354,-58.4049331,363,990000,PARQUE PATRICIOS,4,-58.4057948259686,167.307811707381,450,Obelisco,4532.40099973372,0.4937151912079445,13.805460222110773,5.8944028342648505
2044,VTA,TERRENO,-34.6301929,-58.4049199,188,270000,PARQUE PATRICIOS,4,VTA,TERRENO,-34.6301929,-58.4049199,188,270000,PARQUE PATRICIOS,4,-58.3805834,2231.58484256327,VTA,TERRENO,-34.6301929,-58.4049199,188,270000,PARQUE PATRICIOS,4,-58.4009695560165,373.409110903052,481,Obelisco,3633.22057016523,-0.4192730494034964,12.506177237980511,5.236441962829949
2045,VTA,TERRENO,-34.6125628,-58.4048483,648,2100000,BALVANERA,3,VTA,TERRENO,-34.6125628,-58.4048483,648,2100000,BALVANERA,3,-58.4088675,569.50748534628,VTA,TERRENO,-34.6125628,-58.4048483,648,2100000,BALVANERA,3,-58.40473171649,297.422232450553,1567,Obelisco,2347.75438835775,0.6177850292273058,14.557447902693651,6.473890696352274
2046,VTA,TERRENO,-34.612436,-58.4048248,680,2100000,BALVANERA,3,VTA,TERRENO,-34.612436,-58.4048248,680,2100000,BALVANERA,3,-58.4088675,560.283891750601,VTA,TERRENO,-34.612436,-58.4048248,680,2100000,BALVANERA,3,-58.40473171649,311.413379929195,1593,Obelisco,2339.95162800839,0.5894851418522442,14.557447902693651,6.522092798170152
