POLY_ID,OPERACION,TIPO,LATITUD,LONGITUD,M2TOTAL,PRECIOUSD,BARRIO,COMUNA,buffer 3a_OPERACION,buffer 3a_TIPO,buffer 3a_LATITUD,buffer 3a_LONGITUD,buffer 3a_M2TOTAL,buffer 3a_PRECIOUSD,buffer 3a_BARRIO,buffer 3a_COMUNA,Matrix_distancia_f_TargetID,Matrix_distancia_f_Distance,Matrix_distancia_f_buffer 3a_OPERACION,Matrix_distancia_f_buffer 3a_TIPO,Matrix_distancia_f_buffer 3a_LATITUD,Matrix_distancia_f_buffer 3a_LONGITUD,Matrix_distancia_f_buffer 3a_M2TOTAL,Matrix_distancia_f_buffer 3a_PRECIOUSD,Matrix_distancia_f_buffer 3a_BARRIO,Matrix_distancia_f_buffer 3a_COMUNA,Matrix_ distancia_S_TargetID,Matrix_ distancia_S_Distance,count_NUMPOINTS,Matriz_distancia_O_TargetID,Matriz_distancia_O_Distance
838,VTA,TERRENO,-34.6223339,-58.470189,116,275000,FLORES NORTE,7,VTA,TERRENO,-34.6223339,-58.470189,116,275000,FLORES NORTE,7,-58.4661766,714.064098435054,VTA,TERRENO,-34.6223339,-58.470189,116,275000,FLORES NORTE,7,-58.4696396292247,930.234146616555,449,Obelisco,8383.95540358079
839,VTA,TERRENO,-34.6210723,-58.4701675,153,310000,FLORES NORTE,7,VTA,TERRENO,-34.6210723,-58.4701675,153,310000,FLORES NORTE,7,-58.4661766,836.255749867054,VTA,TERRENO,-34.6210723,-58.4701675,153,310000,FLORES NORTE,7,-58.4696396292247,1069.91851497206,390,Obelisco,8348.73227741227
840,VTA,TERRENO,-34.561867,-58.4701635,450,290000,COGHLAN,12,VTA,TERRENO,-34.561867,-58.4701635,450,290000,COGHLAN,12,-58.4753485,606.748680940857,VTA,TERRENO,-34.561867,-58.4701635,450,290000,COGHLAN,12,-58.4623784082243,993.672213820775,439,Obelisco,9359.2727297271
841,VTA,TERRENO,-34.6438776,-58.4701107,346,330000,PARQUE AVELLANEDA,9,VTA,TERRENO,-34.6438776,-58.4701107,346,330000,PARQUE AVELLANEDA,9,-58.4808913,1614.04771702796,VTA,TERRENO,-34.6438776,-58.4701107,346,330000,PARQUE AVELLANEDA,9,-58.4616517616898,778.066784223546,374,Obelisco,9259.46243288816
842,VTA,TERRENO,-34.627156,-58.4698885,175,1390000,FLORES NORTE,7,VTA,TERRENO,-34.627156,-58.4698885,175,1390000,FLORES NORTE,7,-58.4661766,348.988803907615,VTA,TERRENO,-34.627156,-58.4698885,175,1390000,FLORES NORTE,7,-58.4696396292247,394.596012393814,863,Obelisco,8504.99052197883
843,VTA,TERRENO,-34.5641648,-58.4698777,253,500000,COGHLAN,12,VTA,TERRENO,-34.5641648,-58.4698777,253,500000,COGHLAN,12,-58.4753485,516.559104558163,VTA,TERRENO,-34.5641648,-58.4698777,253,500000,COGHLAN,12,-58.4623784082243,1169.44961117761,390,Obelisco,9212.30732741911
844,VTA,TERRENO,-34.5472278,-58.4698646,890,2300000,SAAVEDRA,12,VTA,TERRENO,-34.5472278,-58.4698646,890,2300000,SAAVEDRA,12,-58.4628516,654.424126966936,VTA,TERRENO,-34.5472278,-58.4698646,890,2300000,SAAVEDRA,12,-58.4623784082243,1159.01667921525,514,Obelisco,10241.1038363174
845,VTA,TERRENO,-34.6349581,-58.4698351,250,510000,FLORES NORTE,7,VTA,TERRENO,-34.6349581,-58.4698351,250,510000,FLORES NORTE,7,-58.4661766,856.882016420453,VTA,TERRENO,-34.6349581,-58.4698351,250,510000,FLORES NORTE,7,-58.4696396292247,471.921778689475,744,Obelisco,8803.32787952941
846,VTA,TERRENO,-34.580156,-58.469816,251,515000,VILLA ORTUZAR,15,VTA,TERRENO,-34.580156,-58.469816,251,515000,VILLA ORTUZAR,15,-58.4618081,1530.7725287959,VTA,TERRENO,-34.580156,-58.469816,251,515000,VILLA ORTUZAR,15,-58.4742408261771,423.698349928495,316,Obelisco,8505.31649950409
847,VTA,TERRENO,-34.5852365,-58.4698061,970,3900000,VILLA ORTUZAR,15,VTA,TERRENO,-34.5852365,-58.4698061,970,3900000,VILLA ORTUZAR,15,-58.4878391,2025.01352070799,VTA,TERRENO,-34.5852365,-58.4698061,970,3900000,VILLA ORTUZAR,15,-58.4662272046921,351.939674210457,274,Obelisco,8348.20974093824
848,VTA,TERRENO,-34.585237,-58.469806,1850,3800000,VILLA ORTUZAR,15,VTA,TERRENO,-34.585237,-58.469806,1850,3800000,VILLA ORTUZAR,15,-58.4878391,2025.05299278594,VTA,TERRENO,-34.585237,-58.469806,1850,3800000,VILLA ORTUZAR,15,-58.4662272046921,351.951081594413,274,Obelisco,8348.1872002508
849,VTA,TERRENO,-34.5590579,-58.4698043,386,1070000,COGHLAN,12,VTA,TERRENO,-34.5590579,-58.4698043,386,1070000,COGHLAN,12,-58.4753485,855.77440161457,VTA,TERRENO,-34.5590579,-58.4698043,386,1070000,COGHLAN,12,-58.4623784082243,779.800622932578,392,Obelisco,9489.70623539045
850,VTA,TERRENO,-34.5404113,-58.4696758,1060,3400000,NUNEZ,13,VTA,TERRENO,-34.5404113,-58.4696758,1060,3400000,NUNEZ,13,-58.4680326,457.224494367861,VTA,TERRENO,-34.5404113,-58.4696758,1060,3400000,NUNEZ,13,-58.4623784082243,1817.4775825853,359,Obelisco,10707.7037133153
851,VTA,TERRENO,-34.621077,-58.4696403,153,420000,FLORES NORTE,7,VTA,TERRENO,-34.621077,-58.4696403,153,420000,FLORES NORTE,7,-58.4661766,815.775715240937,VTA,TERRENO,-34.621077,-58.4696403,153,420000,FLORES NORTE,7,-58.4635405106286,1050.00399794465,393,Obelisco,8301.80999076646
